with euclidea distance:
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,0.97,0.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,1.00,0.00
0.00,0.22,0.00,0.50,0.28
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,0.95,0.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,0.47,0.53
0.00,0.00,0.00,0.00,1.00
0.99,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,0.00,0.89
0.00,0.00,0.00,1.00,0.00
0.00,0.60,0.00,0.40,0.00
0.00,0.94,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.83,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,0.00,0.92,0.00
0.59,0.00,0.40,0.00,0.00
0.00,0.00,1.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.99,0.00,0.00,0.00,0.00
0.75,0.25,0.00,0.00,0.00
0.00,0.93,0.00,0.00,0.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,0.99
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.96,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.94,0.00,0.00,0.00,0.00
0.00,0.00,0.99,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.97,0.00,0.00,0.00,0.00
0.45,0.55,0.00,0.00,0.00
0.00,0.98,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.99,0.00,0.00,0.00
0.00,0.77,0.23,0.00,0.00
0.00,0.98,0.00,0.00,0.00
0.00,0.60,0.40,0.00,0.00
0.00,0.00,0.96,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.81,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.38,0.62,0.00
0.38,0.00,0.62,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.23,0.77,0.00,0.00
0.00,0.00,0.99,0.00,0.00
0.00,0.00,0.98,0.00,0.00
